area_id,name,description,created_at,updated_at
278,Vijayawada,"Commercial city in Andhra Pradesh.","2025-10-13 00:10:20","2025-10-13 00:10:20"
279,Visakhapatnam,"Port city in Andhra Pradesh, industrial center.","2025-10-13 00:10:20","2025-10-13 00:10:20"
280,Guntur,"Agricultural and educational city in Andhra Pradesh.","2025-10-13 00:10:20","2025-10-13 00:10:20"
281,Tirupati,"Pilgrimage city in Andhra Pradesh.","2025-10-13 00:10:20","2025-10-13 00:10:20"
282,Rajahmundry,"City along Godavari river in Andhra Pradesh.","2025-10-13 00:10:20","2025-10-13 00:10:20"
283,Kakinada,"Port city and industrial hub in Andhra Pradesh.","2025-10-13 00:10:20","2025-10-13 00:10:20"
284,"Patna Sahib","Pilgrimage city in Bihar, religious significance.","2025-10-13 00:10:20","2025-10-13 00:10:20"
285,Muzaffarpur,"Agricultural city in Bihar.","2025-10-13 00:10:20","2025-10-13 00:10:20"
286,Bhagalpur,"Silk city in Bihar, historical significance.","2025-10-13 00:10:20","2025-10-13 00:10:20"
287,Gaya,"Religious and historical city in Bihar.","2025-10-13 00:10:20","2025-10-13 00:10:20"
288,Darbhanga,"Cultural hub in Bihar.","2025-10-13 00:10:20","2025-10-13 00:10:20"
289,Bhubaneswar,"Capital of Odisha, IT and tourism hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
290,Cuttack,"Old capital of Odisha, commercial city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
291,Rourkela,"Industrial city in Odisha.","2025-10-13 00:10:20","2025-10-13 00:10:20"
292,Sambalpur,"City in Odisha, known for textiles and rivers.","2025-10-13 00:10:20","2025-10-13 00:10:20"
293,Puri,"Pilgrimage city in Odisha, Jagannath temple.","2025-10-13 00:10:20","2025-10-13 00:10:20"
294,Sambalpur,"Major city in Odisha, known for textiles.","2025-10-13 00:10:20","2025-10-13 00:10:20"
295,Raipur,"Capital of Chhattisgarh, industrial hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
296,Bilaspur,"City in Chhattisgarh, administrative and industrial hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
297,Durg,"Industrial city near Bhilai, Chhattisgarh.","2025-10-13 00:10:20","2025-10-13 00:10:20"
298,Bhilai,"Steel city of Chhattisgarh, industrial center.","2025-10-13 00:10:20","2025-10-13 00:10:20"
299,Rajnandgaon,"City in Chhattisgarh, agriculture and commerce.","2025-10-13 00:10:20","2025-10-13 00:10:20"
300,Jabalpur,"City in Madhya Pradesh, known for marble rocks.","2025-10-13 00:10:20","2025-10-13 00:10:20"
301,Gwalior,"Historical city in Madhya Pradesh.","2025-10-13 00:10:20","2025-10-13 00:10:20"
302,Ujjain,"Religious city in Madhya Pradesh, Mahakaleshwar temple.","2025-10-13 00:10:20","2025-10-13 00:10:20"
303,Indore,"Commercial hub in Madhya Pradesh.","2025-10-13 00:10:20","2025-10-13 00:10:20"
304,Satna,"City in Madhya Pradesh, cement and agriculture hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
305,Rewa,"City in Madhya Pradesh, cultural and historical importance.","2025-10-13 00:10:20","2025-10-13 00:10:20"
306,Sagar,"Educational city in Madhya Pradesh.","2025-10-13 00:10:20","2025-10-13 00:10:20"
307,Bikaner,"City in Rajasthan, desert and camel festival.","2025-10-13 00:10:20","2025-10-13 00:10:20"
308,Jodhpur,"Blue city, historical city in Rajasthan.","2025-10-13 00:10:20","2025-10-13 00:10:20"
309,Udaipur,"City of lakes, tourism hub in Rajasthan.","2025-10-13 00:10:20","2025-10-13 00:10:20"
310,Ajmer,"City in Rajasthan, pilgrimage center.","2025-10-13 00:10:20","2025-10-13 00:10:20"
311,Alwar,"Historical city in Rajasthan.","2025-10-13 00:10:20","2025-10-13 00:10:20"
312,Kota,"City in Rajasthan, industrial and educational hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
313,Jaipur,"Pink city, tourism and administrative center.","2025-10-13 00:10:20","2025-10-13 00:10:20"
314,Sikar,"City in Rajasthan, cultural significance.","2025-10-13 00:10:20","2025-10-13 00:10:20"
315,Bhilwara,"Textile city in Rajasthan.","2025-10-13 00:10:20","2025-10-13 00:10:20"
316,Jaisalmer,"Golden city, desert tourism in Rajasthan.","2025-10-13 00:10:20","2025-10-13 00:10:20"
317,Gangtok,"Capital of Sikkim, hill station and tourism.","2025-10-13 00:10:20","2025-10-13 00:10:20"
318,Pelling,"Hill town in Sikkim, scenic beauty.","2025-10-13 00:10:20","2025-10-13 00:10:20"
319,Namchi,"Cultural and religious city in Sikkim.","2025-10-13 00:10:20","2025-10-13 00:10:20"
320,Itanagar,"Capital of Arunachal Pradesh, administrative city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
321,Tawang,"Tourist town, famous monasteries.","2025-10-13 00:10:20","2025-10-13 00:10:20"
322,Dispur,"Capital of Assam, administrative city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
323,Guwahati,"Largest city in Assam, commercial and cultural hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
324,Jorhat,"Tea city in Assam.","2025-10-13 00:10:20","2025-10-13 00:10:20"
325,Dibrugarh,"Industrial and tea hub in Assam.","2025-10-13 00:10:20","2025-10-13 00:10:20"
326,Silchar,"City in Assam, educational hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
327,Shillong,"Capital of Meghalaya, scenic hill city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
328,Mawlynnong,"Cleanest village in Meghalaya, tourist attraction.","2025-10-13 00:10:20","2025-10-13 00:10:20"
329,Tura,"City in Meghalaya, cultural significance.","2025-10-13 00:10:20","2025-10-13 00:10:20"
330,Aizawl,"Capital of Mizoram, administrative city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
331,Champhai,"City in Mizoram, border and tourism hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
332,Kohima,"Capital of Nagaland, administrative city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
333,Dimapur,"Commercial hub in Nagaland.","2025-10-13 00:10:20","2025-10-13 00:10:20"
334,Imphal,"Capital of Manipur, administrative and cultural city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
335,Ukhrul,"Hilly town in Manipur, tribal culture.","2025-10-13 00:10:20","2025-10-13 00:10:20"
336,Bishnupur,"Cultural city in Manipur.","2025-10-13 00:10:20","2025-10-13 00:10:20"
337,Agartala,"Capital of Tripura, administrative city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
338,Udaipur,"Historical city in Tripura.","2025-10-13 00:10:20","2025-10-13 00:10:20"
339,Kohima,"Hill town in Nagaland.","2025-10-13 00:10:20","2025-10-13 00:10:20"
340,Gangtok,"Capital city of Sikkim.","2025-10-13 00:10:20","2025-10-13 00:10:20"
341,"Port Blair","Capital of Andaman and Nicobar Islands, port city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
342,Puducherry,"Union Territory, French colony heritage.","2025-10-13 00:10:20","2025-10-13 00:10:20"
343,Daman,"Union Territory, coastal city.","2025-10-13 00:10:20","2025-10-13 00:10:20"
344,Diu,"Union Territory, tourism hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
345,Silvassa,"Union Territory, industrial and tourism hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
346,Kavaratti,"Capital of Lakshadweep, island territory.","2025-10-13 00:10:20","2025-10-13 00:10:20"
347,Minicoy,"Island in Lakshadweep, fishing and tourism.","2025-10-13 00:10:20","2025-10-13 00:10:20"
348,Amini,"Island in Lakshadweep, peaceful residential area.","2025-10-13 00:10:20","2025-10-13 00:10:20"
349,Bangaram,"Island in Lakshadweep, tourist attraction.","2025-10-13 00:10:20","2025-10-13 00:10:20"
350,Agatti,"Island in Lakshadweep, main airport hub.","2025-10-13 00:10:20","2025-10-13 00:10:20"
351,Kalpeni,"Island in Lakshadweep, administrative center.","2025-10-13 00:10:20","2025-10-13 00:10:20"
352,Andheri,"Suburban area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
353,Bandra,"Cosmopolitan area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
354,Juhu,"Beach area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
355,Vashi,"Suburban area in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
356,Panvel,"Industrial and residential area in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
357,Borivali,"Residential and commercial suburb in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
358,Ghatkopar,"Residential area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
359,Mulund,"Suburban area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
360,"Thane West","Residential and commercial area in Thane.","2025-10-13 00:10:20","2025-10-13 00:10:20"
361,"Thane East","Residential area in Thane.","2025-10-13 00:10:20","2025-10-13 00:10:20"
362,Kalyan,"Industrial and residential area in Thane.","2025-10-13 00:10:20","2025-10-13 00:10:20"
363,Dombivli,"Residential area in Thane.","2025-10-13 00:10:20","2025-10-13 00:10:20"
364,Ulhasnagar,"Industrial and residential area in Thane.","2025-10-13 00:10:20","2025-10-13 00:10:20"
365,"Andheri East","Commercial hub in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
366,"Andheri West","Residential and entertainment hub in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
367,Powai,"Residential and IT hub in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
368,"Lower Parel","Business and entertainment hub in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
369,Kurla,"Industrial and residential area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
370,Chembur,"Residential and industrial area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
371,"Vile Parle","Residential and educational hub in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
372,Santacruz,"Residential and airport area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
373,Goregaon,"Residential and commercial suburb in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
374,Malad,"Residential and commercial suburb in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
375,Bhandup,"Residential area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
376,Kandivali,"Residential and industrial area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
377,Seawoods,"Suburban area in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
378,Belapur,"Administrative and residential area in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
379,"Panvel East","Residential area in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
380,"Panvel West","Industrial and commercial area in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
381,Kharghar,"Residential and educational hub in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
382,Turbhe,"Industrial zone in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
383,Airoli,"Residential and industrial hub in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
384,Ghansoli,"Industrial and residential area in Navi Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
385,Mankhurd,"Residential area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
386,"Chembur West","Residential suburb in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
387,"Chembur East","Industrial area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
388,"Ghatkopar West","Residential area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
389,"Ghatkopar East","Industrial area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
390,Vikhroli,"Residential and industrial area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
391,Kanjurmarg,"Residential suburb in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
392,"Bhandup West","Residential area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
393,"Bhandup East","Industrial area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
394,"Mulund West","Residential area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
395,"Mulund East","Residential and industrial area in Mumbai.","2025-10-13 00:10:20","2025-10-13 00:10:20"
396,"Central Zone 1","Urban residential area with mixed housing and small markets","2025-10-13 15:04:24","2025-10-13 15:04:24"
397,"North Sector 2","Suburban region with medium population density","2025-10-13 15:04:24","2025-10-13 15:04:24"
398,"South Ward 3","Industrial and warehouse area","2025-10-13 15:04:24","2025-10-13 15:04:24"
399,"East Block 4","Commercial hub with offices and retail outlets","2025-10-13 15:04:24","2025-10-13 15:04:24"
400,"West Zone 5","Residential apartments and public parks","2025-10-13 15:04:24","2025-10-13 15:04:24"
401,"Riverfront Area 6","Tourist and recreational area along the river","2025-10-13 15:04:24","2025-10-13 15:04:24"
402,"Hilltop Zone 7","Hilly terrain with low-density housing","2025-10-13 15:04:24","2025-10-13 15:04:24"
403,"Market Ward 8","Dense market and commercial activities","2025-10-13 15:04:24","2025-10-13 15:04:24"
404,"Coastal Belt 9","Fishing and port-oriented area","2025-10-13 15:04:24","2025-10-13 15:04:24"
405,"Tech Park 10","Information technology hub and startup zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
406,"Old Town 11","Historical part of city with monuments","2025-10-13 15:04:24","2025-10-13 15:04:24"
407,"Greenfield 12","Agricultural land and open green fields","2025-10-13 15:04:24","2025-10-13 15:04:24"
408,"University Sector 13","Educational zone with universities and hostels","2025-10-13 15:04:24","2025-10-13 15:04:24"
409,"Industrial Area 14","Manufacturing plants and factories","2025-10-13 15:04:24","2025-10-13 15:04:24"
410,"Residential Block 15","Mid-income housing area","2025-10-13 15:04:24","2025-10-13 15:04:24"
411,"Civic Center 16","Administrative and government offices","2025-10-13 15:04:24","2025-10-13 15:04:24"
412,"Eco Village 17","Rural eco-friendly settlement","2025-10-13 15:04:24","2025-10-13 15:04:24"
413,"Metro Zone 18","High-rise apartments and metro connectivity","2025-10-13 15:04:24","2025-10-13 15:04:24"
414,"Downtown 19","Main city center with business complexes","2025-10-13 15:04:24","2025-10-13 15:04:24"
415,"Airport Zone 20","Near airport and cargo terminals","2025-10-13 15:04:24","2025-10-13 15:04:24"
416,"Farm Belt 21","Farming and greenhouse production area","2025-10-13 15:04:24","2025-10-13 15:04:24"
417,"Suburban Block 22","Developing suburban neighborhood","2025-10-13 15:04:24","2025-10-13 15:04:24"
418,"Business Park 23","Corporate offices and IT infrastructure","2025-10-13 15:04:24","2025-10-13 15:04:24"
419,"Recycling Zone 24","Waste management and recycling facilities","2025-10-13 15:04:24","2025-10-13 15:04:24"
420,"Logistics Hub 25","Transport and goods storage region","2025-10-13 15:04:24","2025-10-13 15:04:24"
421,"Temple Ward 26","Cultural and heritage-based area","2025-10-13 15:04:24","2025-10-13 15:04:24"
422,"Harbor Point 27","Sea-side dock and shipping area","2025-10-13 15:04:24","2025-10-13 15:04:24"
423,"Forest Edge 28","Eco-sensitive and forest reserve area","2025-10-13 15:04:24","2025-10-13 15:04:24"
424,"Health District 29","Hospitals, clinics and pharma industries","2025-10-13 15:04:24","2025-10-13 15:04:24"
425,"Education Lane 30","Schools and training centers region","2025-10-13 15:04:24","2025-10-13 15:04:24"
426,"Rural Cluster 31","Small villages with agricultural dominance","2025-10-13 15:04:24","2025-10-13 15:04:24"
427,"Urban Core 32","High-density urban core","2025-10-13 15:04:24","2025-10-13 15:04:24"
428,"Industrial Zone 33","Heavy machinery and production facilities","2025-10-13 15:04:24","2025-10-13 15:04:24"
429,"Residential Zone 34","Low-rise homes and apartments","2025-10-13 15:04:24","2025-10-13 15:04:24"
430,"Commercial Hub 35","Shops, malls, and showrooms","2025-10-13 15:04:24","2025-10-13 15:04:24"
431,"Market Street 36","Main retail street of the town","2025-10-13 15:04:24","2025-10-13 15:04:24"
432,"Riverbank 37","Area adjacent to river with parklands","2025-10-13 15:04:24","2025-10-13 15:04:24"
433,"Railway Ward 38","Train depot and connected colony","2025-10-13 15:04:24","2025-10-13 15:04:24"
434,"Eco Valley 39","Environment-friendly smart neighborhood","2025-10-13 15:04:24","2025-10-13 15:04:24"
435,"IT Corridor 40","Tech companies and BPO offices","2025-10-13 15:04:24","2025-10-13 15:04:24"
436,"Port Zone 41","Coastal cargo and trade region","2025-10-13 15:04:24","2025-10-13 15:04:24"
437,"South Industrial 42","Manufacturing and processing units","2025-10-13 15:04:24","2025-10-13 15:04:24"
438,"Central Residential 43","Mixed apartments and gated societies","2025-10-13 15:04:24","2025-10-13 15:04:24"
439,"North Commercial 44","Business and market area","2025-10-13 15:04:24","2025-10-13 15:04:24"
440,"Farm Sector 45","Crop production and agri land","2025-10-13 15:04:24","2025-10-13 15:04:24"
441,"Housing Colony 46","Newly developed housing complex","2025-10-13 15:04:24","2025-10-13 15:04:24"
442,"Retail Block 47","Shops and departmental stores","2025-10-13 15:04:24","2025-10-13 15:04:24"
443,"University Town 48","Student-oriented area with cafes","2025-10-13 15:04:24","2025-10-13 15:04:24"
444,"Lake View 49","Near lake with parks and gardens","2025-10-13 15:04:24","2025-10-13 15:04:24"
445,"Urban Fringe 50","Outskirts of city with rapid development","2025-10-13 15:04:24","2025-10-13 15:04:24"
446,"Solar Village 51","Renewable energy-powered rural area","2025-10-13 15:04:24","2025-10-13 15:04:24"
447,"Science Park 52","Research institutes and tech firms","2025-10-13 15:04:24","2025-10-13 15:04:24"
448,"Coastal Road 53","Highway stretch along sea coast","2025-10-13 15:04:24","2025-10-13 15:04:24"
449,"Downtown Market 54","Busy central market area","2025-10-13 15:04:24","2025-10-13 15:04:24"
450,"Public Square 55","Community space with government buildings","2025-10-13 15:04:24","2025-10-13 15:04:24"
451,"West Colony 56","Residential society with public amenities","2025-10-13 15:04:24","2025-10-13 15:04:24"
452,"Metro Extension 57","Expanding metro connectivity zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
453,"Harbor Line 58","Dockside industrial line","2025-10-13 15:04:24","2025-10-13 15:04:24"
454,"Old Bazaar 59","Traditional shopping area","2025-10-13 15:04:24","2025-10-13 15:04:24"
455,"Airport City 60","Urban area connected to airport","2025-10-13 15:04:24","2025-10-13 15:04:24"
456,"Green Belt 61","Eco preservation and forested zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
457,"Civic Park 62","Public recreational area","2025-10-13 15:04:24","2025-10-13 15:04:24"
458,"Industrial Hub 63","Engineering and steel factories","2025-10-13 15:04:24","2025-10-13 15:04:24"
459,"Urban Village 64","Modern housing in village setting","2025-10-13 15:04:24","2025-10-13 15:04:24"
460,"North Belt 65","Transition zone between urban and rural","2025-10-13 15:04:24","2025-10-13 15:04:24"
461,"Tech Square 66","Innovation and startup district","2025-10-13 15:04:24","2025-10-13 15:04:24"
462,"Riverside 67","Low-density houses near water","2025-10-13 15:04:24","2025-10-13 15:04:24"
463,"East End 68","Urban expansion area","2025-10-13 15:04:24","2025-10-13 15:04:24"
464,"Health Zone 69","Medical services cluster","2025-10-13 15:04:24","2025-10-13 15:04:24"
465,"Logistics Corridor 70","Transport and storage facilities","2025-10-13 15:04:24","2025-10-13 15:04:24"
466,"Education City 71","Cluster of colleges and universities","2025-10-13 15:04:24","2025-10-13 15:04:24"
467,"Solar Park 72","Renewable energy installations","2025-10-13 15:04:24","2025-10-13 15:04:24"
468,"Cultural District 73","Art galleries and museums","2025-10-13 15:04:24","2025-10-13 15:04:24"
469,"Farm Extension 74","Large agricultural belt","2025-10-13 15:04:24","2025-10-13 15:04:24"
470,"Industrial Phase 75","Light manufacturing industries","2025-10-13 15:04:24","2025-10-13 15:04:24"
471,"Housing Extension 76","Affordable housing area","2025-10-13 15:04:24","2025-10-13 15:04:24"
472,"Central Business 77","Main corporate center","2025-10-13 15:04:24","2025-10-13 15:04:24"
473,"Science City 78","Research labs and innovation hub","2025-10-13 15:04:24","2025-10-13 15:04:24"
474,"East Industrial 79","Production and processing plants","2025-10-13 15:04:24","2025-10-13 15:04:24"
475,"Residential Enclave 80","Luxury housing colony","2025-10-13 15:04:24","2025-10-13 15:04:24"
476,"West Market 81","Retail and service businesses","2025-10-13 15:04:24","2025-10-13 15:04:24"
477,"Lake District 82","Resort and recreation zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
478,"Transit Hub 83","Bus and metro terminal area","2025-10-13 15:04:24","2025-10-13 15:04:24"
479,"Smart Colony 84","Digital infrastructure-based colony","2025-10-13 15:04:24","2025-10-13 15:04:24"
480,"Seaside 85","Beach area with resorts","2025-10-13 15:04:24","2025-10-13 15:04:24"
481,"Hill Region 86","Elevated hilly settlement","2025-10-13 15:04:24","2025-10-13 15:04:24"
482,"Forest Zone 87","Protected forest area","2025-10-13 15:04:24","2025-10-13 15:04:24"
483,"Mining Area 88","Extraction and quarry operations","2025-10-13 15:04:24","2025-10-13 15:04:24"
484,"Tech City 89","Software companies and IT offices","2025-10-13 15:04:24","2025-10-13 15:04:24"
485,"Old Harbor 90","Historic dock and coastal zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
486,"Suburban Park 91","Recreational urban park","2025-10-13 15:04:24","2025-10-13 15:04:24"
487,"Industrial Estate 92","Automobile and metal industries","2025-10-13 15:04:24","2025-10-13 15:04:24"
488,"Food Processing 93","Agro-food and processing plants","2025-10-13 15:04:24","2025-10-13 15:04:24"
489,"Town Center 94","Core shopping and business region","2025-10-13 15:04:24","2025-10-13 15:04:24"
490,"Residential Sector 95","Houses and apartments","2025-10-13 15:04:24","2025-10-13 15:04:24"
491,"Port City 96","Shipping and logistics capital","2025-10-13 15:04:24","2025-10-13 15:04:24"
492,"Recycling Yard 97","Waste segregation site","2025-10-13 15:04:24","2025-10-13 15:04:24"
493,"Urban Junction 98","Major transport intersection","2025-10-13 15:04:24","2025-10-13 15:04:24"
494,"Public Facility 99","Govt institutions and public services","2025-10-13 15:04:24","2025-10-13 15:04:24"
495,"Eco Region 100","Green area under eco-project","2025-10-13 15:04:24","2025-10-13 15:04:24"
496,"Tourism Belt 101","Hotels and attractions area","2025-10-13 15:04:24","2025-10-13 15:04:24"
497,"Farm Yard 102","Small-scale agriculture land","2025-10-13 15:04:24","2025-10-13 15:04:24"
498,"Urban District 103","Planned urban region","2025-10-13 15:04:24","2025-10-13 15:04:24"
499,"Tech Valley 104","Innovation and robotics firms","2025-10-13 15:04:24","2025-10-13 15:04:24"
500,"East Market 105","Shopping district and vendors","2025-10-13 15:04:24","2025-10-13 15:04:24"
501,"Housing Block 106","Community housing area","2025-10-13 15:04:24","2025-10-13 15:04:24"
502,"Industrial Block 107","Assembly and production unit","2025-10-13 15:04:24","2025-10-13 15:04:24"
503,"South Colony 108","Residential area with markets","2025-10-13 15:04:24","2025-10-13 15:04:24"
504,"Lake Town 109","Residential area near lakeside","2025-10-13 15:04:24","2025-10-13 15:04:24"
505,"Health Park 110","Hospitals and wellness centers","2025-10-13 15:04:24","2025-10-13 15:04:24"
506,"Cultural Plaza 111","Public events and heritage area","2025-10-13 15:04:24","2025-10-13 15:04:24"
507,"Education Hub 112","Cluster of schools and universities","2025-10-13 15:04:24","2025-10-13 15:04:24"
508,"Science Cluster 113","Technology testing facilities","2025-10-13 15:04:24","2025-10-13 15:04:24"
509,"Green Town 114","Sustainable housing society","2025-10-13 15:04:24","2025-10-13 15:04:24"
510,"North Estate 115","Corporate and trade estate","2025-10-13 15:04:24","2025-10-13 15:04:24"
511,"Central Colony 116","Dense housing area","2025-10-13 15:04:24","2025-10-13 15:04:24"
512,"Logistics Yard 117","Freight management hub","2025-10-13 15:04:24","2025-10-13 15:04:24"
513,"Airport Belt 118","Cargo and passenger facilities","2025-10-13 15:04:24","2025-10-13 15:04:24"
514,"Old Town East 119","Historic core with narrow lanes","2025-10-13 15:04:24","2025-10-13 15:04:24"
515,"New Town 120","Planned urban extension","2025-10-13 15:04:24","2025-10-13 15:04:24"
516,"Seaside Colony 121","Modern residential near sea","2025-10-13 15:04:24","2025-10-13 15:04:24"
517,"Urban Plaza 122","Downtown shopping space","2025-10-13 15:04:24","2025-10-13 15:04:24"
518,"Coastal Village 123","Fishing and trade village","2025-10-13 15:04:24","2025-10-13 15:04:24"
519,"Eco Harbor 124","Sustainable dock region","2025-10-13 15:04:24","2025-10-13 15:04:24"
520,"Tech Gate 125","Smart business gateway","2025-10-13 15:04:24","2025-10-13 15:04:24"
521,"Industrial Port 126","Dock-based manufacturing zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
522,"Forest Belt 127","Woodland protection area","2025-10-13 15:04:24","2025-10-13 15:04:24"
523,"Science Campus 128","University and R&D zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
524,"South Block 129","City sub-division area","2025-10-13 15:04:24","2025-10-13 15:04:24"
525,"North Block 130","Residential sector","2025-10-13 15:04:24","2025-10-13 15:04:24"
526,"Central Yard 131","Main waste collection depot","2025-10-13 15:04:24","2025-10-13 15:04:24"
527,"Urban Square 132","Mixed-use development area","2025-10-13 15:04:24","2025-10-13 15:04:24"
528,"River Colony 133","Residential zone near river","2025-10-13 15:04:24","2025-10-13 15:04:24"
529,"Education Ward 134","Schools and institutes","2025-10-13 15:04:24","2025-10-13 15:04:24"
530,"Industrial Complex 135","Large industrial factories","2025-10-13 15:04:24","2025-10-13 15:04:24"
531,"West Sector 136","Housing and urban facilities","2025-10-13 15:04:24","2025-10-13 15:04:24"
532,"Civic Block 137","Government administrative center","2025-10-13 15:04:24","2025-10-13 15:04:24"
533,"Eco Town 138","Environment-conscious development","2025-10-13 15:04:24","2025-10-13 15:04:24"
534,"Lake Edge 139","Waterfront housing area","2025-10-13 15:04:24","2025-10-13 15:04:24"
535,"Transport Hub 140","Bus and metro connectivity zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
536,"Urban Line 141","Linear development zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
537,"Coastal Road Zone 142","Urban area near coastline","2025-10-13 15:04:24","2025-10-13 15:04:24"
538,"Industrial Park 143","Heavy industries and logistics","2025-10-13 15:04:24","2025-10-13 15:04:24"
539,"Cultural Park 144","Performing arts and recreation","2025-10-13 15:04:24","2025-10-13 15:04:24"
540,"Smart Town 145","Digital infrastructure city","2025-10-13 15:04:24","2025-10-13 15:04:24"
541,"Forest Village 146","Eco-preserved rural zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
542,"River View 147","Scenic riverbank community","2025-10-13 15:04:24","2025-10-13 15:04:24"
543,"West End 148","Modern urban residential zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
544,"Science Village 149","Education and tech community","2025-10-13 15:04:24","2025-10-13 15:04:24"
545,"Tech Avenue 150","Corporate and IT firms","2025-10-13 15:04:24","2025-10-13 15:04:24"
546,"Civic Region 151","Administrative headquarter area","2025-10-13 15:04:24","2025-10-13 15:04:24"
547,"Rural Belt 152","Agricultural zone and villages","2025-10-13 15:04:24","2025-10-13 15:04:24"
548,"Green Eco Zone 153","Renewable energy housing zone","2025-10-13 15:04:24","2025-10-13 15:04:24"
549,"North Ridge 154","Hilly suburb region","2025-10-13 15:04:24","2025-10-13 15:04:24"
550,"Smart Block 155","IoT-based city development","2025-10-13 15:04:24","2025-10-13 15:04:24"
551,"South District 156","High-population city area","2025-10-13 15:04:24","2025-10-13 15:04:24"
552,"River Island 157","Isolated riverbank colony","2025-10-13 15:04:24","2025-10-13 15:04:24"
553,"Urban Bay 158","Commercial waterfront region","2025-10-13 15:04:24","2025-10-13 15:04:24"
554,"Logistics Park 159","Freight and shipment area","2025-10-13 15:04:24","2025-10-13 15:04:24"
555,"Old Quarter 160","Traditional housing region","2025-10-13 15:04:24","2025-10-13 15:04:24"
